"Tank","mean_SA","std_SA","mean_Perim","std_Perim"
"C_1",4.8662431309375,15.8182479224895,2.98191884175,7.76889841906996
"C_2",2.77923588453846,12.2167686632052,1.473433347,4.76842677650379
"HD_1",9.00023811623529,12.7542034338704,3.217373913,5.52605889197726
"HD_2",3.83045114646667,11.1479970278384,2.41475175866667,6.10533057332565
"LD_1",7.98631737488235,22.0997792660643,-0.37058352817647,10.9340542572674
"LD_2",-0.947801712647059,9.38977068565928,-0.597228239411765,4.621071115227
